doc_id,text,corn,cotton,rice,soybean,wheat
2,"SHULTZ USSR TRIP FUELS TALK OF EEP WHEAT OFFER Speculation the United States will offer subsidized wheat to the Soviet Union appears to have reached a new level of intensity in the run-up to Secretary of State George Shultz' visit later this month to Moscow.     Rumors of an impending deal have coursed through wheat markets since officials from the two countries held their customary, semi-annual grain talks in February. Moscow's decision at that time to reenter the U.S. corn market strengthened the perception of warming farm trade prospects.     Shultz is set to arrive in Moscow April 13.  Reuter &#3;",0,0,0,0,1
3,"U.S. SAID PROMISED BULK OF MAIZE EXPORT TO SPAIN The U.S. Has been promised a near monopoly of maize exports to Spain from third countries guaranteed under an agreement with the European Community, an EC official said.     The official, who asked not to be named, told Reuters that the guarantee was given in an unpublished clause of the agreement.     Under the accord, which began in January, third countries were guaranteed access for the next four years for two mln tonnes a year of maize to the Spanish market, as well as 300,000 tonnes of sorghum.     However, the official said the U.S. Had been assured that almost all the exports would be reserved for its traders.     The EC Commission is to ask member states to agree either a tender system to fix reduced import levies for the maize or to authorise direct imports by the Spanish intervention board.     EC sources noted that under a tender system maize from outside the U.S. Would sometimes be offered on more favourable terms than that from the U.S.     No Commission spokesman was immediately available for comment.  Reuter &#3;",1,0,0,0,0
4,"ARGENTINE CORN SALES TO USSR LOWER - USDA REPORT Total corn sales by Argentina to the Soviet Union are only 1.5 to 1.8 mln tonnes, with delivery spread out from March to June, the U.S. Agriculture Department's Counselor in Buenos Aires said in a field report.     The report, dated March 27, said many sources have stated that the Soviet Union was initially interested in purchasing 2.3 mln tonnes lof corn from Argentina.     However, Soviet purchases from the United States have tended to displace additional Argentine purchases, the report said.     The USDA has to date reported USSR purchases of 2.6 mln tonnes of U.S. corn for delivery in the current U.S.-USSR grain agreement year, which ends this September 30, it said.  Reuter &#3;",1,0,0,0,0
5,"HEAVY RAINS DAMAGE ARGENTINE COARSE GRAINS CROP Fresh, heavy rains caused further damage to the Argentine 1986/87 coarse grains crop in the week to yesterday, particularly in Buenos Aires province, trade sources said.     They said the sunflower, maize, soybean and sorghum crops were damaged and yield estimates affected. New production forecasts were made for all these crops.     The rains over the weekend and up to yesterday registered more than 200 mm on average in western Buenos Aires and worsened the flooding in various parts of the province.     The weather bureau said the rains, which in Buenos Aires have surpassed 750 mm in the last 30 days, could continue.     The northeast of the country was also hit by heavy rains.     In Corrientes province the rains also passed an average of 200 mm in some parts, notably the Paso de los Libres area bordering on Uruguay.     In Santa Fe and Entre Rios provinces they were over 100 mm in places, in Misiones and San Luis 90 mm and in Cordoba 80 mm.     The rains were less intense in Chaco and Formosa.     Harvesting in areas not actually under water could also be further delayed due to dampness in the earth, the sources said.     The excessive humidity might also produce rotting of the crops, further dimishing the yield, the sources added.     Sunflower harvesting before the weekend rains reached 26 to 30 pct of the area sown in Santa Fe, Cordoba, La Pampa and Buenos Aires provinces.     The production forecast for 1986/87 sunflowerseed has been lowered to between 2.2 and 2.4 mln tonnes, against 2.3 to 2.6 mln tonnes the previous week, making it 41.5 to 46.3 pct lower than the record 4.1 mln tonnes produced last season.     The area sown was two to 2.2 mln hectares, down 29.9 to 36.3 pct on the record 3.14 mln hectares in 1985/86.     The maize harvest advanced to within 26 to 28 pct of the area sown in Cordoba, Santa Fe and northern Buenos Aires. It will begin in La Pampa within about 10 days, weather permitting.     Maize yield this season is now estimated at 9.6 to 9.9 mln tonnes, against last week's 9.9 to 10.1 mln tonnes, down 21.4 to 22.6 pct on the 12.4 to 12.6 mln tonnes at which private producers put 1985/86 production.     The new forecast is 22.7 to 25 pct down on the official figure of 12.8 mln tonnes for last season's production.     The grain sorghum harvest reached 17 to 19 pct of growers' targets, against 14 to 16 pct the previous week.     The production forecast was reduced to between three and 3.3 mln tonnes, against 3.2 to 3.5 mln tonnes last week, 21.4 to 26.8 pct down on last season's 4.1 to 4.2 mln tonnes.     The area sown with sorghum in 1986/87 was 1.23 to 1.30 mln hectares, down 10.3 to 15.2 pct on the 1.45 mln in 1985/86.     The forecast for soybean yield this season was the least changed in relation to last week. It was put at a record 7.5 to 7.7 mln tonnes, against the previous 7.5 to 7.8 mln tonnes.     These figures are 4.2 to 5.5 pct higher than last season's record of 7.2 to 7.3 mln tonnes, according to private sources, and 5.6 to 8.5 pct up on the official 7.1 mln tonnes.     The adjustment to the production forecast is due to the rains and overcast conditions which have greatly reduced the sunlight needed for this crop, sources said.     Producers fear estimates may yet have to be adjusted down further.     The humidity could induce rotting and growers are still finding more empty pods due to excessively dry weather earlier in the season.     Soybean harvesting is due to start in mid-April in southern Cordoba and Santa Fe and northern Buenos Aires.  Reuter &#3;",1,0,0,1,0
6,"U.S. FARM REORGANIZATIONS PROVING COSTLY - GAO U.S. farmers who reorganize their operations to circumvent a cap on federal payments could add 2.3 billion dlrs to the cost of the government's agricultural programs by 1989, the General Accounting Office, GAO, said.     ""We estimate that should the trend in farm reorganizations continue, reorganizations since 1984 could be adding almost 900 mln dlrs annually to program costs by 1989,"" GAO Senior Associate Director Brian Crowley said.     ""Cumulative costs for the six-year period, 1984 to 1989, could approach 2.3 billion dlrs,"" he said.     Between 1984 and 1986, reorganizations added almost 9,000 new persons to U.S. Agriculture Department payment rolls, Crowley told the House Agriculture Subcommittee on Wheat, Soybeans and Feedgrains.  Reuter &#3;",0,0,0,1,1
7,"ARGENTINE SUBPRODUCTS SHIPMENTS IN 1986 Argentine subproducts shipments during January/December 1986 totalled 5,618,315 tonnes, against 4,815,188 tonnes in the same period of 1985, the Argentine Grain Board said.     Breakdown was as follows: cotton 26,992 (41,933), sunflower 1,403,230 (1,190,862), linseed 261,600 (309,191), groundnutseed 23,595 (22,809), soybean 3,275,225 (2,415,492), bran/pollards wheat 606,352 (659,271), fiber cotton 3,256 (107,752), wheat flour 18,065 (67,878), rape nil (nil), the board added.     Shipments during December 1986 amounted to 418,755 tonnes, against 257,844 tonnes in the same month of 1985.     The breakdown, was as follows, in tonnes:     Cotton 3,002 (6,234), sunflower 86,612 (38,347), linseed 23,954 (38,290), groundnutseed nil (nil), soybean 264,650 (104,571), bran/polards wheat 37,724 (49,946), fiber cotton 987 (2,121), wheat flour 1,826 (18,335), rapeseed nil (nil), the board said.     The ten principal destinations during January/December 1986, with comparative figures for the same period of 1985 in brackets, were as follows, in tonnes:     Holland 2,444,260 (2,234,049), Belgium 546,423 (595,635), Italy 430,029 (338,766), Czechoslovakia 365,897 (236,836), Cuba 253,067 (222,842), Iran 250,646 (192,430), West Germany 232,049) (158,491), Bulgaria 207,030 (300,488), Spain and Canary Islands 176,287 (113,751), Corea 163,304 (37,416), the board added.  REUTER &#3;",0,1,0,1,1
8,"ANALYSTS SAY USSR MAY PREFER NEW CROP U.S. WHEAT The Soviet Union would likely be more interested in purchasing new crop wheat than in booking any grain for immediate shipment if offered a subsidy on U.S. wheat, an executive with a major grain export company said.     Lower prices and the desire to delay any big purchases until the condition of winter and spring crops is better known make new crop wheat more attractive, said George Hoffman, director of commodity analysis for The Pillsbury Company.     ""Pillsbury is assuming that they (Soviets) will be offered a subsidy and that it will be a subsidy that they can respond to,"" Hoffman told Reuters in an interview at an agribusiness education conference here. But if there are too many constraints placed on a subsidy offer, the USSR will take less than an anticipated four mln tonnes, he said.     Hoffman said Pillsbury's internal statistics put Soviet Union wheat purchases at only two mln tonnes under a subsidy offer. However, if a subsidy is offered at competitive levels, Moscow would likely buy more, he said.     ""If we give the Soviets the same deal as the Chinese, I expect they'll take it,"" said Vernon McMinimy, director of commodity research for A.E. Staley Manufacturing Co.     McMinimy told Reuters spring weather and its impact on crops will determine how much wheat Moscow would buy under a subsidy offer.     Soviet winter crops did not get off to a good start because of a dry autumn last year, and because of the severe winter ""they probably have had more damage due to winter weather than normal,"" McMinimy said.  Reuter &#3;",0,0,0,0,1
9,"EGYPT AUTHORIZED TO BUY PL 480 WHEAT FLOUR-USDA Egypt has been authorized to purchase about 125,000 tonnes of U.S. wheat flour under an existing PL 480 agreement, the U.S. Agriculture Department said.     It may buy the wheat flour, valued at 23.0 mln dlrs between April 8 and August 31, 1987 and ship it by September 30, the department said.  Reuter &#3;",0,0,0,0,1
10,"STRONG DEMAND FOR U.S. CORN IN JAPAN -- USDA Japan appears to be relying less on corn from China, Argentina and South Africa and more on supplies from the United States, the U.S. Agriculture Department said.     In its World Production and Trade report, the department said in the past seven weeks reported U.S. corn sales of nearly three mln tonnes to Japan are about three times the level during this period last year.     Reports of short Argentine supplies and the apparent unwillingness of the Chinese to sell at current world prices may have caused Japanese buyers to turn to the United States for corn supplies, the department said.  Reuter &#3;",1,0,0,0,0
11,"FRENCH SUBSIDIZED CORN FOR TUNISIA/MOROCCO-USDA U.S. corn sales to Tunisia, Morocco and other North African countries may face increased competition from European Community (EC) corn sales, the U.S. Agriculture Department said.     In its World Production and Trade report, the USDA said sales of French corn for nearby delivery have been confirmed with an export subsidy of about 145 dlrs per tonne, bringing the French price to about 72 dlrs per tonne, FOB.     While this is about the same price as U.S. corn, EC corn has lower transport costs, the department noted.     The French sales mark the beginning of commercial EC corn exports which could reach 750,000 tonnes to North Africa and the Middle East, areas which have traditionally purchased their corn needs from the United States, the department said.     Department officials said the 750,000 tonnes of exports are for the year up to September 30 1987.     They said export licenses for about 500,000 tonnes have been issued so far.  Reuter &#3;",1,0,0,0,0
12,"NEW ZEALAND MAY BUY U.S. WHEAT -- USDA New Zealand may need about 100,000 tonnes of wheat this year, which would normally come from Australia, but may be from the United States, the U.S. Agriculture Department said.     In its report on Export Markets for U.S. Grains, the department said with the deregulation of the New Zealand Wheat Board, which normally imports wheat from Australia, there is the possibility of wheat purchases from the united states since the shipping cost between New Zealand and the Eastern Coast of Australia and the West Coast of the United States are about equal.  Reuter &#3;",0,0,0,0,1
13,"MEXICO BUYS 51,000 TONNES U.S. SOYBEANS Mexico bought 51,000 tonnes of U.S. number two yellow soybeans in an overnight tender, for various ocean and rail shipments in May, private export sources said.     About 40,000 tonnes sold for ocean shipment at prices ranging from 199.67 to 210.17 dlrs per tonne, c and f, and about 11,000 tonnes sold for rail shipment at prices from 205.50 to 217.88 dlrs per tonne, they said.  Reuter &#3;",0,0,0,1,0
14,"U.S. HOUSE PANEL EXTENDS EEP, URGES USSR OFFER The U.S. House Agriculture Committee approved proposals to extend the life of the Export Enhancement Program, EEP, through fiscal 1990 and urged the Reagan administration offer EEP wheat to the Soviet Union.     The proposals were approved as amendments to a comprehensive trade bill moving through Congress this year.     In addition to the amendments on EEP, the committee approved several proposals which could restrict imports of lamb, casein, sugar-containing products and tobacco. Those amendments affecting imports face an uncertain future because the House Ways and Means Committee, which has overall jurisdiction over trade legislation, will oppose them, Congressional sources said.     The effect of the EEP amendments would be to extend the life of the program five years through fiscal 1990 rather than the current three years through fiscal 1988.     The amendments, offered by Rep. Dan Glickman, D-Kan., also would increase funding for the program to 2.5 billion dlrs from 1.5 billion now.     Furthermore, the committee passed an amendment offered by Rep. Glickman which instructs the U.S. Agriculture Department to value EEP bonus commodities at market value, not acquisition value. Glickman said the change would make the program 30 pct less expensive to operate.     The provision on EEP wheat to the Soviet Union, offered by Rep. Bob Smith, R-Ore., does not require the administration make an offer, but urges such action.     The committee approved an amendment, offered by Rep. Glenn English, D-Okla., requiring the Secretary of Agriculture to begin discussions with other major grain producing countries aimed at jointly reducing world grain production.     Trade Representative Clayton Yeutter yesterday opposed the amendment, saying such commodity agreements do not work.     Among the host of amendments to restrict imports approved by the panel, the most significant would require quotas on imports of goods containing more than 25 pct of a bulk farm product that is subject to U.S. quotas. The amendment, offered by Rep. Arlan Stangeland, R-Minn., is aimed primarily at curbing imports from Canada of products containing sugar and foreign foods containing dairy products. It also may affect peanut, cotton and tobacco imports, Committee sources said.     Another amendment would place a quota on U.S. imports of casein, a dairy product shipped to the U.S. primarily by New Zealand and Ireland.     The panel also voted to apply to lamb imports the same countercyclical import quota law which is operating for U.S. beef imports.     Other miscellaneous amendments included:     -- Urging the administration consider retaliating against Japan and South Korea if those countries do not remove restrictions on beef imports.     -- Boosting the amount of U.S. grain which must be shipped each year under a food aid program called Section 416 to 800,000 tonnes from 500,000 tonnes now.     -- Requiring the Agriculture Secretary conduct a study of the Canadian Wheat Board import licensing system for wheat to determine if it is a non-tariff trade barrier.     -- Requiring the Agriculture Secretary reimburse the National Corn Growers Association up to 500,000 dlrs for the costs of defending the U.S. feedgrains program against a Canadian countervailing duty case this year.     -- Urging the administration oppose the Canadian decision to apply a duty on U.S. corn imports, and a proposal by the European Community to apply a vegetable oils tax.     -- USDA conduct a study of the findings of a National Commission on Agricultural Export Policy, which recommended a reorganization of USDA's trade policy apparatus.  Reuter &#3;",1,1,0,0,1
15,"EC DENIES MAIZE EXPORTS RESERVED FOR U.S. The agreement between the U.S. And the European Community (EC) on special imports of maize and sorghum provides an equal chance for all non-EC countries to supply the Spanish market, an EC Commission spokeswoman said.     She denied that any unpublished clause of the agreement guaranteed the bulk of the maize export business would go to the U.S., As one EC official told Reuters yesterday.     Under the agreement, the EC will import two mln tonnes of maize and 300,000 tonnes of sorghum a year into Spain at specially reduced levy rates for the next four years.     The Commission has yet to decide whether the maize will come in through direct purchases by the Spanish intervention board or by a tender system.  REUTER &#3;",1,0,0,0,0
16,"AWB CALLS FOR TIGHTER WHEAT QUALITY CONTROLS Australia is risking wheat export sales by not providing enough specific quality grades to meet buyer requirements, the Australian Wheat Board (AWB) said.     ""Many AWB customers are becoming increasingly quality conscious, demanding strict adherence to contractual quality specifications,"" the board said in a submission to the Royal Commission into Grain Storage, Handling and Transport.     ""Many of the specifications are more specific than the current categories used in Australia,"" it said.     The commission is trying to identify ways of saving costs and boosting efficiency of the grain handling system.     Australia must rely on quality to retain its wheat market share because its competitors are supplying cheaper but lower-quality grades, the AWB submission said.     It stressed the need to segregate wheat categories at every stage from receival to shipping.     Better industrial relations at grain terminals, more uniform transport systems across the states and extensive stock control were vital to improved marketing, it said.     The submission also said Australia's federal system impeded the AWB's role of coordinating and managing the marketing of wheat.     The AWB called for an end to physical and legislative constraints at state borders that prevent the efficient transport of grains to other states for shipment.     ""It is essential that wheat moves by the most economic mode to the nearest efficient port, irrespective of the state in which the wheat is grown or stored,"" it said.     For example, wheat grown in northern New South Wales (NSW) might move more efficiently to Brisbane, in Queensland, than to Sydney or Newcastle in New South Wales, it said. Similarly, southern NSW wheat might better be shipped to Portland or Geelong, in Victoria.     Legislation giving state rail authorities a monopoly over grain shipments was one notable impediment, it said.     The AWB said the current approach of state-based bulk handling authorities is not essential, although it said it favoured the authorities maintaining at least their current level of control of storage and transport as long as quality was maintained.     An appendix on port loading costs showed it cost between 26,500 and 34,700 U.S. Dlrs to load a 50,000-tonne vessel at various Australian ports compared with 21,200 dlrs at Houston and 16,300 at Port Cartier, Quebec, for a 60,000-tonner.  REUTER &#3;",0,0,0,0,1
17,"CARGILL U.K. STRIKE TALKS BREAK OFF WITHOUT RESULT Two days of talks between management and unions to try to end the 3-1/2 month labour dispute at Cargill U.K. Ltd's oilseed crushing plant at Seaforth ended yesterday without resolving the situation, a company spokesman said.     Fresh talks are expected to be held early next week but the actual date has not yet been fixed, he added.     Oilseed processing at the mill has been at a standstill since December 19 and the company has declared force majeure for deliveries of soymeal and soyoil ahead to May.  REUTER &#3;",0,0,0,1,0
18,"U.K. GRAIN EXPORTS CONTINUE TO RISE SHARPLY The U.K. Exported 517,600 tonnes of wheat and 315,800 tonnes of barley in the first 25 days of March, the Home Grown Cereals Authority (HGCA) said, quoting provisional Customs and Excise figures.     This brought combined wheat and barley exports since the season started on July 1 to 7.60 mln tonnes, substantially up on the 4.02 mln exported in the same 1985/86 period.     This season's total comprises 3.94 mln tonnes of wheat and 3.66 mln barley, compared with 1.63 mln and 2.39 mln, respectively, a year ago.  REUTER &#3;",0,0,0,0,1
19,"ZAMBIA EXPECTS SHARPLY REDUCED MAIZE CROP Zambia's marketed maize production will probably fall to less than 630,000 tonnes in 1986/87 (May-Apr), from 918,000 last year, because of poor rainfall in major producing areas, Agriculture Minister Kingsley Chinkuli said.     He told Parliament that in the southern provinces the harvest would be over 50 pct down on the level in the previous marketing year.     ""The nation would be lucky to produce over seven mln bags (630,000 tonnes) of maize this year,"" he stated.     Chinkuli added that Zambia was setting up an irrigation fund with Canadian aid to lessen the effects of poor rainfall.  REUTER &#3;",1,0,0,0,0
20,"FRANCE SOLD WHEAT FLOUR TO CHINA - ONIC France has sold between 50,000 to 100,000 tonnes of wheat flour to China, the Director General of France's Cereal Intervention Board (ONIC) Bernard Vieux said.     He gave no further details of the sale, but added French millers were worried about the unfair competition facing French flour due the lack of end-of-season storage premiums for wheat.     ONIC raised its estimate of 1986/87 flour exports to 1.70 mln tonnes compared 1.65 mln forecast in March and the 1.87 mln exported in 1985/86.  REUTER &#3;",0,0,0,0,1
21,"FRENCH FREE MARKET CEREAL EXPORT BIDS DETAILED French operators have requested licences to export 422,000 tonnes of free market maize, 212,000 tonnes of barley and 20,000 tonnes of feed wheat at today's EC tender, trade sources said.     For the maize, rebates requested range between 129.25 and 138.74 European currency units per tonne, for the barley between 138.94 and 145 Ecus and for feed wheat 141.75 Ecus.  Reuter &#3;",1,0,0,0,1
22,"COLOMBIA BUYS 25,000 TONNES FRENCH WHEAT - TRADE Colombia recently bought 25,000 tonnes of French soft wheat at 108 dlrs per tonne, c and f, for end-April shipment, trade sources said.     This follows the country's tender for 25,000 tonnes of optional origin wheat for shipment April 20-30, they said.     France had not sold wheat to Colombia for several years.  Reuter &#3;",0,0,0,0,1
23,"EC SETS EXPORT LICENCES ON 20,000 TONNES MAIZE The European Community Commission awarded export licences for 20,000 tonnes free market French maize at a maximum export rebate of 129.40 European currency units (Ecus) per tonne, trade sources said here.     All requests for export licences for free market feed wheat and barley were rejected, they said.  Reuter &#3;",1,0,0,0,0
24,"USDA DENIES CHANGES IN TEXAS GULF DIFFERENTIALS No changes have been made or are being planned in the Agriculture Department's calculation of price differentials between interior grain locations and the Texas Gulf, a senior USDA official said.     Ralph Klopfenstein, USDA deputy administrator for commodity operations, told Reuters, ""We do not anticipate any changes to be made"" in the Texas Gulf differentials used to calculate posted county prices for corn.     ""We do not relate the Texas Gulf structure with the Louisiana Gulf structure at all. It's a totally different situation,"" he said.     Rumors had circulated through the market this morning that USDA had widened Texas Gulf differentials in a similar manner to last weekend's adjustments with the Louisiana Gulf.  Reuter &#3;",1,0,0,0,0
25,"EC TO RELEASE MORE UK INTERVENTION FEED WHEAT The European Community Commission decided today to make available a further 70,000 tonnes of British intervention feed wheat for sale on to the British domestic market, trade sources said here.     This will be additional to the 31,000 tonnes remaining after this week's sale of 126,031 tonnes of domestic feed wheat to the home market, British officials said in London.  Reuter &#3;",0,0,0,0,1
26,"EC FREES MORE U.K. INTERVENTION WHEAT FOR SALE The EC Cereals Management Committee agreed in Brussels today that 300,000 tonnes of U.K. Intervention wheat would be made available for sale on the U.K. Home market over the next three months, the Ministry of Agriculture said.     The committee agreed that 70,000 tonnes of wheat would be made available on April 14 followed by a further 30,000 tonnes later in the month.     It also gave an assurance that a further 100,000 tonnes would be allocated for both May and June, which would complete the 300,000 tonnes originally requested by the U.K..     The ministry said sales out of intervention for July and August would be discussed later.     Earlier, Paris trade sources said the EC Commission made available a further 70,000 tonnes of British intervention feed wheat for sale to the domestic market.  Reuter &#3;",0,0,0,0,1
27,"USSR ADDS CORN TO PURCHASES -- USDA The Soviet Union has added 50,000 tonnes to its previous purchases of U.S. corn purchases, the U.S. Agriculture Department said.     In its Export Sales Report covering transactions in the week ended March 26, the department said changes in destinations of 250,000 tonnes of corn to the Soviet Union were reported. However, 200,000 tonnes of the transaction was reported under the daily reporting system.     Total corn commitments for delivery in the fourth year of the U.S.-USSR Grain Supply Agreement amount to 2,650,000 tonnes.  Reuter &#3;",1,0,0,0,0
28,"U.S. ACREAGE CUTS SEEN LIMITING STOCK BUILD Sharp cuts this year in U.S. planted acreage may not make a big dent in the U.S. grain stockpile but will at least keep grain surpluses from increasing, Agriculture Department and industry commodity analysts said.     ""The scenario is turning around on stocks. The whole supply/demand picture could finally be getting more in balance,"" a USDA analyst said.     The USDA prospective plantings report this week indicated that U.S. farmers will idle 52 to 55 mln acres in annual acreage reduction programs this year. An additional 20 mln acres have been enrolled in the conservation reserve program, bringing total idled acreage in the U.S. to 72-75 mln acres, almost a third of the nation's total 235 mln acre crop base.     Production of wheat, corn and soybeans in 1986/87 will probably closely match annual usage, limiting any buildup in stocks, analysts said.     ""It's a substantially different story from last year when we added 1.5 billion bushels of corn to the stockpile,"" Vernon McMinimy, director of commodity research for Staley Co. said.     Interviewed at an agribusiness education conference here, McMinimy said that 67.6 mln planted acres of corn will likely translate into 60 mln harvested acres, and with normal yields, final production of 6.9 to 7.0 billion bushels.     McMinimy estimated that total U.S. corn disappearance in 1986/87 could end up at 7.1 billion bushels, possibly resulting in a 200-million bushel reduction in the current corn stockpile of 5.45 billion bushels.     ""To say this represents a turn-around is wrong, but we're at least in a holding pattern,"" George Hoffman, director of commodity analysis for Pillsbury said.     Hoffman said wheat stocks could rise slightly by the end of 1986/87 to 1.9 billion bushels due to ""significantly less"" domestic feed use for wheat because of lower corn prices.     USDA analysts, however, project slightly higher usage and said wheat stocks will either decrease slightly or at least not increase. With yearly use at around two billion bushels, next year's projected crop could be used up, an analyst said.     ""We won't be adding to stocks. Stocks are at a record now, so if we can begin to touch them even minutely through acreage reductions, that would be an improvement,"" an Agriculture Department wheat analyst said.     Soybean planted acreage, at 56.9 mln acres, would be the smallest planted soybean acreage since 1976 and could lower final production by 150 mln bushels and ending stocks by 50 to 100 mln bushels, analysts said.     As more marginal, erodable acreage is enrolled in the conservation reserve program, annual acreage reduction programs will be more effective because they will force more high producing land out of production, a USDA analyst said.     ""We can now maybe see the light at the end of a very long tunnel,"" the analyst said.  Reuter &#3;",1,0,0,1,1
29,"GRAIN SHIPMENTS TO THE USSR -- USDA There were 106,200 tonnes of U.S. corn shipped to the Soviet Union in the week ended March 26, according to the U.S. Agriculture Department's latest Export Sales report.     There were no wheat or soybean shipments during the week.     The USSR has purchased 2.65 mln tonnes of U.S. corn, as of March 26, for delivery in the fourth year of the U.S.-USSR grain agreement.     Total shipments in the third year of the U.S.-USSR grains agreement, which ended September 30, amounted to 152,600 tonnes of wheat, 6,808,100 tonnes of corn and 1,518,700 tonnes of soybeans.  Reuter &#3;",1,0,0,1,1
30,"PIK-AND-ROLL PRESSURES CORN BASIS VALUES Changes by the USDA in its posted county prices have successfully increased PIK-and-roll activity as a way to pull corn out of government stockpiles, with the resulting jump in free supplies pressuring terminal corn basis values, cash grain dealers said.     Processors dropped spot Chicago corn basis bids three cents after covering most of the April needs this week, with river corn basis bids following CIF Gulf corn values lower.     The surge in PIK-and-roll also pressured corn futures, with May settling today down three cents per bushel at 1.58-1/2 dlrs, near the contract low of 1.49-1/4 dlrs. But unlike in the past when lower prices slowed country movement, now lower county prices widen the differentials with the corn loan and make PIK-and-roll even more attractive, they noted.  Reuter &#3;",1,0,0,0,0
31,"U.S. ACREAGE CUTS SEEN LIMITING STOCK BUILD Sharp cuts this year in U.S. planted acreage may not make a big dent in the U.S. grain stockpile but will at least keep grain surpluses from increasing, Agriculture Department and industry commodity analysts said.     ""The scenario is turning around on stocks. The whole supply/demand picture could finally be getting more in balance,"" a USDA analyst said.     The USDA prospective plantings report this week indicated that U.S. farmers will idle 52-55 mln acres in annual acreage reduction programs this year. An additional 20 mln acres have been enrolled in the conservation reserve program, bringing total idled acreage in the U.S. to 72-75 mln acres, almost a third of the nation's total 235 mln acre crop base.     Production of wheat, corn and soybeans in 1986/87 will probably closely match annual usage, limiting any buildup in stocks, analysts said.     ""It's a substantially different story from last year when we added 1.5 billion bushels of corn to the stockpile,"" Vernon McMinimy, director of commodity research for Staley Co. said.     Interviewed at an agribusiness education conference here, McMinimy said that 67.6 mln planted acres of corn will likely translate into 60 mln harvested acres, and with normal yields, final production of 6.9 to 7.0 billion bushels.     McMinimy estimated that total U.S. corn disappearance in 1986/87 could end up at 7.1 billion bushels, possibly resulting in a 200-million bushel reduction in the current corn stockpile of 5.45 billion bushels.     ""To say this represents a turn-around is wrong, but we're at least in a holding pattern,"" George Hoffman, director of commodity analysis for Pillsbury said.     Hoffman said wheat stocks could rise slightly by the end of 1986/87 to 1.9 billion bushels due to ""significantly less"" domestic feed use for wheat because of lower corn prices.     USDA analysts, however, project slightly higher usage and said wheat stocks will either decrease slightly or at least not increase. With yearly use at around two billion bushels, next year's projected crop could be used up, an analyst said.     ""We won't be adding to stocks. Stocks are at a record now, so if we can begin to touch them even minutely through acreage reductions, that would be an improvement,"" an Agriculture Department wheat analyst said.  Reuter &#3;",1,0,0,1,1
32,"JORDAN TENDERING FOR U.S. WHEAT - EXPORTERS Jordan will tender Monday for 225,000 tonnes of U.S. hard and soft wheat under the USDA's Export Bonus program for April through November shipment, private export sources said.  Reuter &#3;",0,0,0,0,1
33,"BRAZIL BUYS FRENCH WHEAT AT TENDER Brazil bought 75,000 tonnes of French wheat at tonight's tender, a Brazilian Wheat Board spokesman said.     For May shipment, it accepted offers from J. Souflet for 50,000 tonnes of wheat at 83.49 dlrs Fob per tonne.     For June shipment, Brazil bought 25,000 tonnes from J. Souflet also at 83.49 dlrs Fob per tonne.     The next tender is set for April 9, for May, June and July shipment, the spokesman said.  Reuter &#3;",0,0,0,0,1
34,"TAIWAN BUYS 54,000 TONNES OF U.S. SOYBEANS The joint committee of Taiwan soybean importers awarded a contract to Cigra Inc of Chicago to supply a 54,000 tonne cargo of U.S. Soybeans, a committee spokesman told Reuters.     The cargo, priced at 213.87 U.S. Dlrs per tonne c and f Taiwan, is for delivery between April 20 and May 5.  REUTER &#3;",0,0,0,1,0
35,"U.K. WHEAT MARKET EASES ON INTERVENTION RELEASE U.K. Domestic wheat markets dropped about one stg per tonne early this morning following overnight news that the EC is releasing a further 300,000 tonnes of wheat from British intervention stores for the home market over a three month period.     April deliveries of denaturable wheat were offered in East Anglia at 124 stg and May at 125 stg per tonne, both one stg down on yesterday's traded rates.     The market is expecting U.K. Wheat futures to show a similar loss at today's opening.  REUTER &#3;",0,0,0,0,1
36,"LONDON GRAINS SEES WHEAT RECOVER FROM LOWS U.K. Physical wheat values recovered from initial losses of one to two stg per tonne caused by overnight news of the release of an additional 300,000 tonnes of intervention feed wheat for U.K. Weekly home market tenders.     Consumer buyers were attracted by the cheaper offers, traders said, and by early afternoon the market had recovered to one stg down to unchanged.     U.K. Wheat futures also rallied to end the morning unchanged to 0.05 stg easier.     In East Anglia, April deliveries of feed wheat traded at 123 and May at 124 but were subsequently bid one stg a tonne     The market for denaturable wheat in Liverpool held comparatively steady with sellers holding back due to uncertain conditions.     April deliveries made 127.50 and June 129.50 stg per tonne, basis Liverpool.     The fob market for wheat started easier but here again selling pressure lifted around midday. Apr/Jun shipments traded fob east coast at 123 stg per tonne. This compared with 124 paid for April yesterday and 125 for May/June.  REUTER &#3;",0,0,0,0,1
